0.7774,20.7774,39.9980,43.2610,51.5453,52.2240,55.1414,46.8571,50.8571,55.1211,59.7094,59.7094,79.7094,86.2334,86.2334,106.2334,106.4098,98.1255,97.2690,97.2690,117.2690,116.3256,110.4677,114.9392,113.4462,121.7305,120.6825,114.8247,119.1890,119.1890,127.4733,137.3540,145.6383,157.6096,149.3253,157.6096,154.3868,148.5289,148.5289,156.8132,146.7697,138.4854,138.4854,137.7225,117.7225,117.7225,120.6607,112.3764,118.1499,124.8166,132.3759,140.6601,152.2071,142.3438,134.0596,142.3438,142.1545,150.4388,139.4542,131.1699,137.4945,144.5656,152.8498,161.7941,173.3411,176.4381,166.4381,158.1539,160.6646,152.3804,160.6646,148.5948,140.3105,148.5948,149.5795,141.2952,145.6576,139.7998,139.3128,147.5971,146.2651,154.5493,155.3197,163.6040,177.7461,171.3534,179.6377,188.0907,193.3757,201.6600,197.4933,197.4933,205.7775,193.9168,185.6326,185.6326,191.4904,188.2569,188.2569,196.5411
0.1667,11.7137,31.7137,23.2610,34.8375,32.2240,41.5119,26.8571,30.8571,35.1211,39.7094,59.7094,73.5843,66.2334,86.2334,98.8505,90.5662,78.1255,77.2690,91.4111,111.4111,96.3256,90.4677,94.9392,93.4462,110.1835,100.6825,94.8247,99.1890,99.1890,119.1890,117.3540,137.3540,147.6096,129.3253,147.6096,134.3868,128.5289,128.5289,148.5289,138.4854,118.4854,118.4854,130.9962,117.7225,97.7225,105.0734,92.3764,98.1499,104.8166,112.3759,123.9229,143.9229,132.3438,114.0596,132.3438,122.1545,131.6096,123.3253,111.1699,117.4945,124.5656,133.5098,145.0568,165.0568,168.1539,148.1539,138.1539,148.1539,132.3804,150.6646,138.5948,120.3105,138.5948,138.0325,121.2952,125.6576,119.7998,119.3128,129.9351,126.2651,142.6706,135.3197,149.4618,165.8804,151.3534,159.8064,177.0458,173.3757,191.6354,177.4933,177.4933,197.4933,185.6326,165.6326,165.6326,171.4904,168.2569,168.2569,188.2569
0.2375,20.2375,27.4976,11.7140,14.8375,18.0819,21.5119,35.6540,50.8571,55.1211,59.7094,47.5541,53.5843,67.7264,87.7264,87.3035,70.5662,66.5785,86.5785,105.5532,108.1063,95.6656,76.3256,80.7971,81.8992,91.8911,95.1355,80.6825,85.0469,105.0469,103.2119,117.3540,137.3540,139.3253,119.3253,129.3253,134.3868,114.3868,134.3868,143.5572,137.6994,124.3433,104.3433,114.3433,102.7119,103.5698,85.0734,105.0734,118.1499,117.6100,125.8943,140.6601,137.2242,124.0596,104.0596,124.0596,110.6075,116.4653,103.3253,123.3253,130.6515,136.6817,143.3484,151.6327,161.6327,176.4381,166.4381,148.1539,128.1539,122.3804,135.7137,130.3105,110.3105,130.3105,129.0882,109.7482,122.7557,105.6576,107.7658,109.9351,129.9351,122.6706,142.6706,137.5961,151.7382,139.8064,159.8064,157.0458,176.3858,173.9230,163.3511,183.3511,187.6150,179.3307,171.4904,151.4904,171.4904,154.1147,174.1147,184.6078
0.2578,20.2578,7.4976,27.4976,34.8375,38.0819,41.5119,49.7961,63.9383,61.2412,69.5255,67.5541,73.5843,81.8686,81.1314,72.8471,59.0192,79.0192,86.5785,106.5785,99.2670,79.8220,67.3813,69.2501,87.4190,71.8911,75.1355,95.1355,105.0469,93.2119,113.2119,131.4961,144.9767,136.6924,129.3253,109.3253,120.7973,108.3566,128.3566,123.5572,117.6994,126.1524,114.3433,94.3433,88.5698,83.5698,80.9031,100.9031,103.4679,97.6100,117.6100,130.9258,128.9399,108.9399,97.3929,109.5482,112.1520,96.4653,100.9375,105.6515,110.6515,116.6817,123.3484,133.3484,153.3484,162.8571,154.4041,146.1198,148.1539,135.7137,115.7137,123.6439,103.6439,118.7932,118.1313,100.8039,102.7557,122.7557,127.7658,129.9351,113.1377,115.5995,135.5995,123.4540,143.4540,132.2471,152.2471,148.1015,166.3637,153.9230,168.0652,188.0652,176.0680,159.3307,165.4602,145.4602,157.6156,147.0437,164.6078,164.6078
0.6835,3.4570,23.4570,35.7819,45.0445,43.4446,51.7289,54.8921,49.6942,41.2412,55.3833,75.3833,71.0141,75.5844,67.3001,52.8471,72.8471,87.3035,93.4884,96.3802,85.1248,70.9827,59.8220,79.8220,67.4190,87.4190,95.1355,85.1355,105.1355,113.2119,121.4961,137.2610,128.9767,116.6924,124.0016,115.7173,100.7973,120.7973,136.6409,123.5572,103.5572,106.1524,120.2945,114.3433,108.5698,96.9031,76.9031,92.7775,83.4679,103.4679,114.5959,110.9258,130.9258,114.5445,106.2603,89.5482,92.1520,112.1520,120.9375,125.6515,130.6515,130.6515,143.3484,151.6327,161.6327,152.8571,134.5728,126.1198,140.7458,132.4615,129.5416,109.5416,118.7932,98.7932,98.1313,112.2735,122.7557,114.3027,134.3027,139.1679,119.1679,135.5995,119.4134,139.4134,127.7180,147.7180,137.4111,141.7754,146.3637,166.3637,182.2073,180.6486,167.1237,147.7837,167.1237,157.6156,137.6156,151.9587,144.6078,164.6078
0.8766,20.8766,31.7413,25.0445,25.0445,23.4446,36.1616,34.8921,29.6942,49.6942,69.5255,65.1563,51.0141,65.1563,47.3001,67.3001,81.1314,87.6306,73.4884,82.2381,68.0960,56.8406,76.8406,63.2026,83.2026,87.4190,107.4190,105.1355,97.7847,111.9268,131.9268,125.7140,108.9767,105.1454,111.0032,95.7173,115.7173,117.1272,137.1272,124.5210,112.0102,92.0102,112.0102,117.5401,116.9031,96.9031,92.7775,72.7775,92.7775,103.0489,94.5959,114.5959,111.3420,103.0577,86.2603,106.2603,112.1520,100.3170,107.8763,116.8206,128.3676,148.3676,158.9358,170.0086,158.7150,138.7150,124.5728,114.5728,125.6286,112.4615,116.7442,121.5603,113.2761,95.5052,103.0645,123.0645,140.5577,125.8497,142.5870,145.8346,125.8346,145.8346,130.9604,147.6976,141.8601,156.0023,157.4111,161.7754,166.3637,174.6480,176.5065,166.5065,152.3643,138.8394,148.8394,155.3923,147.1080,131.9587,146.1008,166.1008
0.3337,20.3337,23.7454,5.0445,25.0445,11.8976,16.1616,20.7499,40.7499,57.9785,63.3267,55.0424,36.8720,56.8720,43.6486,57.7907,77.7907,77.6306,59.3463,71.2195,53.9538,73.9538,85.1248,83.2026,69.2328,80.7798,94.9220,114.9220,117.7847,126.0689,131.5718,111.5718,97.4297,106.7392,91.0032,111.0032,124.0016,137.1272,130.3789,110.3789,96.2367,86.2367,99.5701,97.5401,111.6822,107.4219,90.1513,70.1513,90.1513,83.0489,103.0489,108.3439,100.0596,83.0577,90.1288,104.2709,124.2709,120.3170,116.6469,136.1606,145.1048,156.6518,164.1508,150.0086,164.1508,149.7707,129.7707,115.6286,105.6286,100.9145,96.7442,111.0874,93.2761,107.4182,123.0645,117.2066,137.2066,145.8497,154.1340,154.1189,139.9767,142.1645,150.9604,159.2446,161.8601,160.0132,151.7289,154.3241,162.6083,169.4139,161.1296,148.2222,138.2222,148.8394,128.8394,147.1080,127.1080,147.1080,159.2608,169.2608
0.2693,20.2693,3.7454,23.7454,6.3506,26.3506,36.1616,34.8921,37.0799,57.0799,53.2280,35.0424,55.0424,38.7250,58.7250,62.1724,70.4566,66.7643,49.3463,51.2195,71.2195,65.5008,77.0478,97.0478,80.7798,76.5358,96.5358,111.7718,120.0561,131.6031,132.4284,112.4284,98.2862,86.7392,106.7392,119.2875,118.6619,126.9462,122.5772,114.2929,114.5210,99.5701,79.5701,83.3979,101.6822,99.1376,79.1376,67.5906,73.6208,93.6208,104.9766,100.0596,80.0596,100.0596,110.1288,104.2709,118.4130,138.4130,136.6469,144.9312,164.3069,156.0226,155.8665,135.8665,155.8665,154.6371,143.9128,133.9128,125.6286,120.9145,111.0874,91.0874,111.0874,121.5603,135.7025,137.2066,145.4909,147.8048,139.5206,147.8048,159.9767,162.1645,170.4488,154.4434,146.1591,148.4662,131.7289,134.3241,154.3241,161.1296,141.1296,146.9874,128.2222,142.8092,122.8092,139.8229,123.9054,130.9765,140.9765,160.9765
0.2740,20.2740,2.8297,22.8297,7.3030,21.4451,41.4451,54.8921,57.0799,53.2280,33.2280,51.4283,59.7126,58.7250,40.7401,42.1724,62.1724,46.7643,66.7643,62.7665,79.5037,85.5008,93.7851,105.3321,94.9220,96.5358,84.7008,91.7718,103.3188,123.3188,137.8259,118.2323,98.2323,84.0902,100.4687,104.5198,98.6619,118.6619,114.2929,94.2929,100.1508,93.8262,88.0527,73.3979,93.3979,91.7277,83.4435,65.2964,85.2964,89.1905,84.9766,97.9967,77.9967,89.5437,103.6859,123.6859,132.5552,134.1509,142.4352,153.9822,156.0226,136.0226,141.8805,128.3072,138.3072,134.6371,154.6371,148.2267,134.0846,124.0846,109.6588,89.6588,109.6588,122.6278,130.9121,140.9121,143.5052,137.8048,119.5206,137.8048,151.7342,143.4499,151.7342,146.1591,126.1591,132.0170,120.1819,131.7289,151.7289,161.1296,141.1296,126.9874,120.6629,133.9962,117.2622,119.8229,139.8229,150.9765,159.2608,169.2608
0.8628,1.5373,21.5373,28.2586,8.2586,28.2586,42.1285,50.4128,61.9598,61.5123,51.4283,31.4283,49.6430,57.9273,60.7401,62.1724,44.2243,64.2243,75.0486,82.7665,91.0507,92.4933,98.8178,107.1021,114.9220,112.9850,98.8429,111.7718,120.0561,126.0665,117.8259,117.8259,112.3744,100.4687,80.4687,84.5198,104.5198,116.0989,114.2929,94.2929,80.1508,73.8262,68.0527,83.6883,89.8982,81.6139,63.4435,83.4435,67.5683,69.1905,70.8345,90.8345,75.9867,90.1288,110.1288,127.3179,122.6039,114.1509,125.6979,145.6979,152.6055,141.8805,121.8805,138.3072,118.3072,138.3072,140.4435,132.1593,119.9425,105.8003,95.8003,88.2410,108.2410,102.6278,112.6278,132.6278,123.5052,123.5052,109.5206,129.5206,141.7342,123.4499,141.7342,144.3144,132.0170,112.0170,132.0170,147.3761,160.0132,169.3083,155.2717,146.9874,133.9962,113.9962,133.9962,139.8229,129.2510,149.2510,160.7980,180.7980
